0 	 1105
1	1083
2	1083
3	1083
4	1083
5	1083
6	1083
7	1083
8	1083
9	1083
10	1083
11	1083
12	1083
13	1083
14	1083
15	1083
16	1083
17	1083
18	1083
19	1083
20	1083
21	1083
22	1083
23	1083
24	1083
25	1083
26	1083
27	1083
28	1083
29	1083
30	1083
31	1083
32	1083
33	1083
34	1083
35	1083
36	1083
37	1083
38	1083
39	1083
40	1083
41	1083
42	1083
43	1083
44	1083
45	1083
46	1083
47	1083
48	1083
49	1083
50	1083
51	1083
52	1083
53	1083
54	1083
55	1083
56	1083
57	1083
58	1083
59	1083
60	1083
61	1083
62	1083
63	1083
64	1083
65	1083
66	1083
67	1083
68	1083
69	1083
70	1083
71	1083
72	1083
73	1083
74	1083
75	1083
76	1083
77	1083
78	1083
79	1083
80	1083
81	1083
82	1083
83	1083
84	1083
85	1083
86	1083
87	1083
88	1083
89	1083
90	1083
91	1083
92	1083
93	1083
94	1083
95	1083
96	1083
97	1083
98	1083
99	1083
100	1083
101	1083
102	1083
103	1083
104	1083
105	1083
106	1083
107	1083
108	1083
109	1083
110	1083
111	1083
112	1083
113	1083
114	1083
115	1083
116	1083
117	1083
118	1083
119	1083
120	1083
121	1083
122	1083
123	1083
124	1083
125	1083
126	1083
127	1083
128	1083
129	1083
130	1083
131	1083
132	1083
133	1083
134	1083
135	1083
136	1083
137	1083
138	1083
139	1083
140	1083
141	1083
142	1083
143	1083
144	1083
145	1083
146	1083
147	1083
148	1083
149	1083
150	1083
151	1083
152	1083
153	1083
154	1083
155	1083
156	1083
157	1083
158	1083
159	1083
160	1083
161	1083
162	1083
163	1083
164	1083
165	1083
166	1083
167	1083
168	1083
169	1083
170	1083
171	1083
172	1083
173	1083
174	1083
175	1083
176	1083
177	1083
178	1083
179	1083
180	1083
