0 	 389
1 	 389
2 	 389
3 	 389
4 	 389
5 	 389
6 	 389
7 	 389
8 	 389
9 	 389
10 	 389
11 	 389
12 	 389
13 	 389
14 	 389
15 	 389
16 	 389
17 	 389
18 	 389
19 	 389
20 	 389
21 	 389
22 	 389
23 	 389
24 	 389
25 	 389
26 	 389
27 	 389
28 	 389
29 	 389
30 	 389
31 	 389
32 	 389
33 	 389
34 	 389
35 	 389
36 	 389
37 	 389
38 	 389
39 	 389
40 	 389
41 	 389
42 	 389
43 	 389
44 	 389
45 	 389
46 	 389
47 	 389
48 	 389
49 	 389
50 	 389
51 	 389
52 	 389
53 	 389
54 	 389
55 	 389
56 	 389
57 	 389
58 	 389
59 	 389
60 	 389
61 	 389
62 	 389
63 	 389
64 	 389
65 	 389
66 	 389
67 	 389
68 	 389
69 	 389
70 	 389
71 	 389
72 	 389
73 	 389
74 	 389
75 	 389
76 	 389
77 	 305
78 	 305
79 	 305
80 	 305
81 	 305
82 	 305
83 	 305
84 	 305
85 	 305
86 	 305
87 	 305
88 	 305
89 	 305
90 	 305
91 	 305
92 	 305
93 	 305
94 	 305
95 	 305
96 	 305
97 	 305
98 	 305
99 	 305
100 	 305
101 	 305
102 	 305
103 	 305
104 	 305
105 	 305
106 	 305
107 	 305
108 	 305
109 	 305
110 	 305
111 	 305
112 	 305
113 	 305
114 	 305
115 	 305
116 	 305
117 	 305
118 	 305
119 	 305
120 	 305
121 	 305
122 	 305
123 	 305
124 	 305
125 	 305
126 	 305
127 	 305
128 	 305
129 	 305
130 	 305
131 	 305
132 	 305
133 	 305
134 	 305
135 	 305
136 	 305
137 	 305
138 	 305
139 	 305
140 	 305
141 	 305
142 	 305
143 	 305
144 	 305
145 	 305
146 	 305
147 	 305
148 	 305
149 	 305
150 	 305
151 	 305
152 	 305
153 	 305
154 	 305
155 	 305
156 	 303
157 	 303
158 	 303
159 	 303
160 	 303
161 	 303
162 	 303
163 	 303
164 	 303
165 	 303
166 	 303
167 	 303
168 	 303
169 	 303
170 	 303
171 	 303
172 	 303
173 	 303
174 	 301
175 	 299
176 	 299
177 	 299
178 	 299
179 	 299
180 	 299
