1 	 2147483647
2 	 2147483647
3 	 2147483647
4 	 2147483647
5 	 2147483647
6 	 2147483647
7 	 2147483647
8 	 2147483647
9 	 2147483647
10 	 2147483647
11 	 2147483647
12 	 2147483647
13 	 2147483647
14 	 2147483647
15 	 2147483647
16 	 2147483647
17 	 2147483647
18 	 2147483647
19 	 378
20 	 378
21 	 378
22 	 378
23 	 378
24 	 378
25 	 378
26 	 378
27 	 378
28 	 378
29 	 378
30 	 378
31 	 378
32 	 378
33 	 378
34 	 378
35 	 378
36 	 289
37 	 289
38 	 289
39 	 289
40 	 289
41 	 289
42 	 289
43 	 289
44 	 289
45 	 289
46 	 289
47 	 289
48 	 289
49 	 289
50 	 289
51 	 289
52 	 289
53 	 289
54 	 289
55 	 289
56 	 289
57 	 289
58 	 289
59 	 289
60 	 289
61 	 289
62 	 289
63 	 289
64 	 289
65 	 289
66 	 289
67 	 289
68 	 289
69 	 289
70 	 289
71 	 289
72 	 289
73 	 289
74 	 289
75 	 289
76 	 289
77 	 289
78 	 289
79 	 289
80 	 289
81 	 289
82 	 289
83 	 289
84 	 289
85 	 289
86 	 289
87 	 289
88 	 289
89 	 289
90 	 289
91 	 289
92 	 289
93 	 289
94 	 289
95 	 289
96 	 289
97 	 289
98 	 289
99 	 288
100 	 288
101 	 288
102 	 288
103 	 288
104 	 288
105 	 288
106 	 284
107 	 284
108 	 284
109 	 284
110 	 284
111 	 284
112 	 284
113 	 284
114 	 284
115 	 284
116 	 284
117 	 284
118 	 284
119 	 284
120 	 284
121 	 284
122 	 284
123 	 284
124 	 284
125 	 284
126 	 284
127 	 284
128 	 284
129 	 284
130 	 284
131 	 284
132 	 284
133 	 281
134 	 281
135 	 281
136 	 281
137 	 281
138 	 281
139 	 281
140 	 281
141 	 281
142 	 281
143 	 281
144 	 281
145 	 281
146 	 281
147 	 281
148 	 281
149 	 281
150 	 281
151 	 281
152 	 281
153 	 281
154 	 281
155 	 281
156 	 281
157 	 281
158 	 281
159 	 281
160 	 281
161 	 281
162 	 281
163 	 281
164 	 281
165 	 281
166 	 281
167 	 281
168 	 281
169 	 281
170 	 281
171 	 281
172 	 281
173 	 281
174 	 281
175 	 281
176 	 281
177 	 281
178 	 281
179 	 281
180 	 281
