0 	 89
1 	 82
2 	 82
3 	 82
4 	 82
5 	 82
6 	 82
7 	 82
8 	 82
9 	 82
10 	 82
11 	 82
12 	 82
13 	 82
14 	 82
15 	 82
16 	 82
17 	 82
18 	 82
19 	 82
20 	 82
21 	 82
22 	 82
23 	 82
24 	 82
25 	 82
26 	 82
27 	 82
28 	 82
29 	 82
30 	 82
31 	 82
32 	 82
33 	 82
34 	 82
35 	 82
36 	 82
37 	 82
38 	 82
39 	 82
40 	 82
41 	 82
42 	 82
43 	 82
44 	 82
45 	 82
46 	 82
47 	 82
48 	 82
49 	 82
50 	 82
51 	 82
52 	 82
53 	 82
54 	 82
55 	 82
56 	 82
57 	 82
58 	 82
59 	 82
60 	 82
61 	 82
62 	 82
63 	 82
64 	 82
65 	 82
66 	 82
67 	 82
68 	 82
69 	 82
70 	 82
71 	 82
72 	 82
73 	 82
74 	 82
75 	 82
76 	 82
77 	 82
78 	 82
79 	 82
80 	 82
81 	 82
82 	 82
83 	 82
84 	 82
85 	 82
86 	 82
87 	 82
88 	 82
89 	 82
90 	 82
91 	 82
92 	 82
93 	 82
94 	 82
95 	 82
96 	 82
97 	 82
98 	 82
99 	 82
100 	 82
101 	 82
102 	 82
103 	 82
104 	 82
105 	 82
106 	 82
107 	 82
108 	 82
109 	 82
110 	 82
111 	 82
112 	 82
113 	 82
114 	 82
115 	 82
116 	 82
117 	 82
118 	 82
119 	 82
120 	 82
121 	 82
122 	 82
123 	 82
124 	 82
125 	 82
126 	 82
127 	 82
128 	 82
129 	 82
130 	 82
131 	 82
132 	 82
133 	 82
134 	 82
135 	 82
136 	 82
137 	 82
138 	 82
139 	 82
140 	 82
141 	 82
142 	 82
143 	 82
144 	 82
145 	 82
146 	 82
147 	 82
148 	 82
149 	 82
150 	 82
151 	 82
152 	 82
153 	 82
154 	 82
155 	 82
156 	 82
157 	 82
158 	 82
159 	 82
160 	 82
161 	 82
162 	 82
163 	 82
164 	 82
165 	 82
166 	 82
167 	 82
168 	 82
169 	 82
170 	 82
171 	 82
172 	 82
173 	 82
174 	 82
175 	 82
176 	 82
177 	 82
178 	 82
179 	 82
180 	 82
